Size,ID (mm),Cross Sect (mm)
M4X427,427.00ñ2.29,4.00ñ0.13
M4X428,428.00ñ2.29,4.00ñ0.13
M4X429,429.00ñ2.29,4.00ñ0.13
M4X430,430.00ñ2.29,4.00ñ0.13
M4X431,431.00ñ2.29,4.00ñ0.13
M4X432,432.00ñ2.29,4.00ñ0.13
M4X433,433.00ñ2.29,4.00ñ0.13
M4X434,434.00ñ2.29,4.00ñ0.13
M4X435,435.00ñ2.29,4.00ñ0.13
M4X436,436.00ñ2.29,4.00ñ0.13
M4X437,437.00ñ2.29,4.00ñ0.13
M4X438,438.00ñ2.29,4.00ñ0.13
M4X439,439.00ñ2.29,4.00ñ0.13
M4X440,440.00ñ2.29,4.00ñ0.13
M4X441,441.00ñ2.29,4.00ñ0.13
M4X442,442.00ñ2.29,4.00ñ0.13
M4X443,443.00ñ2.29,4.00ñ0.13
M4X444,444.00ñ2.29,4.00ñ0.13
M4X445,445.00ñ2.29,4.00ñ0.13
M4X446,446.00ñ2.29,4.00ñ0.13
M4X447,447.00ñ2.29,4.00ñ0.13
M4X448,448.00ñ2.29,4.00ñ0.13
M4X449,449.00ñ2.29,4.00ñ0.13
M4X450,450.00ñ2.29,4.00ñ0.13
M4X451,451.00ñ2.29,4.00ñ0.13
M4X452,452.00ñ2.29,4.00ñ0.13
M4X453,453.00ñ2.29,4.00ñ0.13
M4X454,454.00ñ2.29,4.00ñ0.13
M4X455,455.00ñ2.29,4.00ñ0.13
M4X456,456.00ñ2.29,4.00ñ0.13
M4X457,457.00ñ2.29,4.00ñ0.13
M4X458,458.00ñ2.29,4.00ñ0.13
M4X459,459.00ñ2.29,4.00ñ0.13
M4X460,460.00ñ2.29,4.00ñ0.13
M4X461,461.00ñ2.29,4.00ñ0.13
M4X462,462.00ñ2.29,4.00ñ0.13
M4X463,463.00ñ2.29,4.00ñ0.13
M4X464,464.00ñ2.29,4.00ñ0.13
M4X465,465.00ñ2.29,4.00ñ0.13
M4X466,466.00ñ2.29,4.00ñ0.13
M4X467,467.00ñ2.29,4.00ñ0.13
M4X468,468.00ñ2.29,4.00ñ0.13
M4X469,469.00ñ2.29,4.00ñ0.13
M4X470,470.00ñ2.29,4.00ñ0.13
M4X471,471.00ñ2.29,4.00ñ0.13
M4X472,472.00ñ2.29,4.00ñ0.13
M4X473,473.00ñ2.54,4.00ñ0.13
M4X474,474.00ñ2.54,4.00ñ0.13
M4X475,475.00ñ2.54,4.00ñ0.13
M4X476,476.00ñ2.54,4.00ñ0.13
M4X477,477.00ñ2.54,4.00ñ0.13
M4X478,478.00ñ2.54,4.00ñ0.13
M4X479,479.00ñ2.54,4.00ñ0.13
M4X480,480.00ñ2.54,4.00ñ0.13
M4X481,481.00ñ2.54,4.00ñ0.13
M4X482,482.00ñ2.54,4.00ñ0.13
M4X483,483.00ñ2.54,4.00ñ0.13
M4X484,484.00ñ2.54,4.00ñ0.13
M4X485,485.00ñ2.54,4.00ñ0.13
M4X486,486.00ñ2.54,4.00ñ0.13
M4X487,487.00ñ2.54,4.00ñ0.13
M4X488,488.00ñ2.54,4.00ñ0.13
M4X489,489.00ñ2.54,4.00ñ0.13
M4X490,490.00ñ2.54,4.00ñ0.13
M4X491,491.00ñ2.54,4.00ñ0.13
M4X492,492.00ñ2.54,4.00ñ0.13
M4X493,493.00ñ2.54,4.00ñ0.13
M4X494,494.00ñ2.54,4.00ñ0.13
M4X495,495.00ñ2.54,4.00ñ0.13
M4X496,496.00ñ2.54,4.00ñ0.13
M4X497,497.00ñ2.54,4.00ñ0.13
M4X498,498.00ñ2.54,4.00ñ0.13
M4X499,499.00ñ2.54,4.00ñ0.13
M4X500,500.00ñ2.54,4.00ñ0.13
M4.5X6,6.00ñ0.13,4.50ñ0.13
M4.5X8,8.00ñ0.13,4.50ñ0.13
M4.5X9,9.00ñ0.13,4.50ñ0.13
M4.5X9.5,9.50ñ0.13,4.50ñ0.13
M4.5X10,10.00ñ0.13,4.50ñ0.13
M4.5X10.5,10.50ñ0.13,4.50ñ0.13
M4.5X11,11.00ñ0.13,4.50ñ0.13
M4.5X12,12.00ñ0.15,4.50ñ0.13
M4.5X13,13.00ñ0.15,4.50ñ0.13
M4.5X15,15.00ñ0.18,4.50ñ0.13
M4.5X15.5,15.50ñ0.18,4.50ñ0.13
M4.5X16,16.00ñ0.18,4.50ñ0.13
M4.5X17,17.00ñ0.18,4.50ñ0.13
M4.5X18,18.00ñ0.20,4.50ñ0.13
M4.5X19,19.00ñ0.20,4.50ñ0.13
M4.5X20,20.00ñ0.20,4.50ñ0.13
M4.5X21,21.00ñ0.23,4.50ñ0.13
M4.5X21.5,21.50ñ0.23,4.50ñ0.13
M4.5X22,22.00ñ0.23,4.50ñ0.13
M4.5X22.5,22.50ñ0.23,4.50ñ0.13
M4.5X23,23.00ñ0.23,4.50ñ0.13
M4.5X24,24.00ñ0.25,4.50ñ0.13
M4.5X24.5,24.50ñ0.25,4.50ñ0.13
M4.5X25,25.00ñ0.25,4.50ñ0.13
M4.5X26,26.00ñ0.25,4.50ñ0.13
M4.5X27,27.00ñ0.25,4.50ñ0.13
M4.5X27.5,27.50ñ0.25,4.50ñ0.13
M4.5X28,28.00ñ0.25,4.50ñ0.13
M4.5X28.5,28.50ñ0.25,4.50ñ0.13
M4.5X29,29.00ñ0.30,4.50ñ0.13
M4.5X29.5,29.50ñ0.30,4.50ñ0.13
M4.5X30,30.00ñ0.30,4.50ñ0.13
M4.5X31,31.00ñ0.30,4.50ñ0.13
M4.5X31.5,31.50ñ0.30,4.50ñ0.13
M4.5X32,32.00ñ0.30,4.50ñ0.13
M4.5X33,33.00ñ0.30,4.50ñ0.13
M4.5X34,34.00ñ0.30,4.50ñ0.13
M4.5X34.5,34.50ñ0.30,4.50ñ0.13
M4.5X35,35.00ñ0.30,4.50ñ0.13
M4.5X35.5,35.50ñ0.30,4.50ñ0.13
M4.5X36,36.00ñ0.36,4.50ñ0.13
M4.5X37,37.00ñ0.36,4.50ñ0.13
M4.5X37.5,37.50ñ0.36,4.50ñ0.13
M4.5X38,38.00ñ0.36,4.50ñ0.13
M4.5X39,39.00ñ0.36,4.50ñ0.13
M4.5X40,40.00ñ0.36,4.50ñ0.13
M4.5X40.5,40.50ñ0.36,4.50ñ0.13
M4.5X41,41.00ñ0.36,4.50ñ0.13
M4.5X42,42.00ñ0.36,4.50ñ0.13
M4.5X43,43.00ñ0.36,4.50ñ0.13
M4.5X44,44.00ñ0.41,4.50ñ0.13
M4.5X45,45.00ñ0.41,4.50ñ0.13
M4.5X46,46.00ñ0.41,4.50ñ0.13
M4.5X47,47.00ñ0.41,4.50ñ0.13
M4.5X48,48.00ñ0.41,4.50ñ0.13
M4.5X49,49.00ñ0.41,4.50ñ0.13
M4.5X50,50.00ñ0.41,4.50ñ0.13
M4.5X51,51.00ñ0.46,4.50ñ0.13
M4.5X53,53.00ñ0.46,4.50ñ0.13
M4.5X56,56.00ñ0.46,4.50ñ0.13
M4.5X57,57.00ñ0.46,4.50ñ0.13
M4.5X60,60.00ñ0.51,4.50ñ0.13
M4.5X61,61.00ñ0.51,4.50ñ0.13
M4.5X63,63.00ñ0.51,4.50ñ0.13
M4.5X64,64.00ñ0.51,4.50ñ0.13
M4.5X65,65.00ñ0.51,4.50ñ0.13
M4.5X66,66.00ñ0.51,4.50ñ0.13
M4.5X68,68.00ñ0.56,4.50ñ0.13
M4.5X69,69.00ñ0.56,4.50ñ0.13
M4.5X70,70.00ñ0.56,4.50ñ0.13
M4.5X71,71.00ñ0.56,4.50ñ0.13
M4.5X73,73.00ñ0.56,4.50ñ0.13
M4.5X74,74.00ñ0.56,4.50ñ0.13
M4.5X75,75.00ñ0.61,4.50ñ0.13
M4.5X76,76.00ñ0.61,4.50ñ0.13
M4.5X80,80.00ñ0.61,4.50ñ0.13
M4.5X81,81.00ñ0.61,4.50ñ0.13
M4.5X83,83.00ñ0.61,4.50ñ0.13
M4.5X85,85.00ñ0.66,4.50ñ0.13
M4.5X86,86.00ñ0.66,4.50ñ0.13
M4.5X89,89.00ñ0.66,4.50ñ0.13
M4.5X90,90.00ñ0.66,4.50ñ0.13
M4.5X92,92.00ñ0.66,4.50ñ0.13
M4.5X93.5,93.50ñ0.71,4.50ñ0.13
M4.5X95,95.00ñ0.71,4.50ñ0.13
M4.5X97.5,97.50ñ0.71,4.50ñ0.13
M4.5X98,98.00ñ0.71,4.50ñ0.13
M4.5X99.5,99.50ñ0.71,4.50ñ0.13
M4.5X100,100.00ñ0.71,4.50ñ0.13
M4.5X100.5,100.50ñ0.71,4.50ñ0.13
M4.5X101,101.00ñ0.71,4.50ñ0.13
M4.5X103.5,103.50ñ0.76,4.50ñ0.13
M4.5X105,105.00ñ0.76,4.50ñ0.13
M4.5X106,106.00ñ0.76,4.50ñ0.13
M4.5X110,110.00ñ0.76,4.50ñ0.13
M4.5X115,115.00ñ0.76,4.50ñ0.13
M4.5X118,118.00ñ0.89,4.50ñ0.13
M4.5X120,120.00ñ0.89,4.50ñ0.13
M4.5X122,122.00ñ0.89,4.50ñ0.13
M4.5X124,124.00ñ0.89,4.50ñ0.13
M4.5X126,126.00ñ0.89,4.50ñ0.13
M4.5X128,128.00ñ0.89,4.50ñ0.13
M4.5X130,130.00ñ0.89,4.50ñ0.13
M4.5X131.5,131.50ñ0.89,4.50ñ0.13
M4.5X134.5,134.50ñ0.89,4.50ñ0.13
M4.5X137,137.00ñ0.89,4.50ñ0.13
M4.5X140,140.00ñ0.89,4.50ñ0.13
M4.5X140.5,140.50ñ0.89,4.50ñ0.13
M4.5X150,150.00ñ1.02,4.50ñ0.13
M4.5X153,153.00ñ1.02,4.50ñ0.13
M4.5X155,155.00ñ1.02,4.50ñ0.13
M4.5X157,157.00ñ1.02,4.50ñ0.13
M4.5X160,160.00ñ1.02,4.50ñ0.13
M4.5X165,165.00ñ1.02,4.50ñ0.13
M4.5X172,172.00ñ1.14,4.50ñ0.13
M4.5X178,178.00ñ1.14,4.50ñ0.13
M4.5X180,180.00ñ1.14,4.50ñ0.13
M4.5X185,185.00ñ1.14,4.50ñ0.13
M4.5X186,186.00ñ1.14,4.50ñ0.13
M4.5X189.5,189.50ñ1.14,4.50ñ0.13
M4.5X192,192.00ñ1.14,4.50ñ0.13
M4.5X208,208.00ñ1.27,4.50ñ0.13
M4.5X215,215.00ñ1.27,4.50ñ0.13
M4.5X218.5,218.50ñ1.27,4.50ñ0.13
M4.5X225,225.00ñ1.40,4.50ñ0.13
M4.5X227,227.00ñ1.40,4.50ñ0.13
M4.5X250,250.00ñ1.52,4.50ñ0.13
M4.5X267,267.00ñ1.52,4.50ñ0.13
M4.5X280,280.00ñ1.52,4.50ñ0.13
M4.5X315,315.00ñ1.78,4.50ñ0.13
M5X4,4.00ñ0.13,5.00ñ0.13
M5X5,5.00ñ0.13,5.00ñ0.13
M5X6,6.00ñ0.13,5.00ñ0.13
M5X7,7.00ñ0.13,5.00ñ0.13
M5X8,8.00ñ0.13,5.00ñ0.13
M5X9,9.00ñ0.13,5.00ñ0.13
M5X10,10.00ñ0.13,5.00ñ0.13
M5X11,11.00ñ0.13,5.00ñ0.13
M5X12,12.00ñ0.15,5.00ñ0.13
M5X13,13.00ñ0.15,5.00ñ0.13
M5X14,14.00ñ0.15,5.00ñ0.13
M5X15,15.00ñ0.18,5.00ñ0.13
M5X16,16.00ñ0.18,5.00ñ0.13
M5X17,17.00ñ0.18,5.00ñ0.13
M5X18,18.00ñ0.20,5.00ñ0.13
M5X19,19.00ñ0.20,5.00ñ0.13
M5X20,20.00ñ0.20,5.00ñ0.13
M5X21,21.00ñ0.23,5.00ñ0.13
M5X22,22.00ñ0.23,5.00ñ0.13
M5X23,23.00ñ0.23,5.00ñ0.13
M5X24,24.00ñ0.25,5.00ñ0.13
M5X25,25.00ñ0.25,5.00ñ0.13
M5X26,26.00ñ0.25,5.00ñ0.13
M5X27,27.00ñ0.25,5.00ñ0.13
M5X28,28.00ñ0.25,5.00ñ0.13
M5X29,29.00ñ0.30,5.00ñ0.13
M5X30,30.00ñ0.30,5.00ñ0.13
M5X31,31.00ñ0.30,5.00ñ0.13
M5X32,32.00ñ0.30,5.00ñ0.13
M5X33,33.00ñ0.30,5.00ñ0.13
M5X34,34.00ñ0.30,5.00ñ0.13
M5X35,35.00ñ0.30,5.00ñ0.13
M5X36,36.00ñ0.36,5.00ñ0.13
M5X37,37.00ñ0.36,5.00ñ0.13
M5X38,38.00ñ0.36,5.00ñ0.13
M5X39,39.00ñ0.36,5.00ñ0.13
M5X40,40.00ñ0.36,5.00ñ0.13
M5X41,41.00ñ0.36,5.00ñ0.13
M5X42,42.00ñ0.36,5.00ñ0.13
M5X43,43.00ñ0.36,5.00ñ0.13
M5X44,44.00ñ0.41,5.00ñ0.13
M5X45,45.00ñ0.41,5.00ñ0.13
M5X46,46.00ñ0.41,5.00ñ0.13
M5X47,47.00ñ0.41,5.00ñ0.13
M5X48,48.00ñ0.41,5.00ñ0.13
M5X49,49.00ñ0.41,5.00ñ0.13
M5X50,50.00ñ0.41,5.00ñ0.13
M5X51,51.00ñ0.46,5.00ñ0.13
M5X52,52.00ñ0.46,5.00ñ0.13
M5X53,53.00ñ0.46,5.00ñ0.13
M5X54,54.00ñ0.46,5.00ñ0.13
M5X55,55.00ñ0.46,5.00ñ0.13
M5X56,56.00ñ0.46,5.00ñ0.13
M5X57,57.00ñ0.46,5.00ñ0.13
M5X58,58.00ñ0.46,5.00ñ0.13
M5X59,59.00ñ0.51,5.00ñ0.13
M5X60,60.00ñ0.51,5.00ñ0.13
M5X61,61.00ñ0.51,5.00ñ0.13
M5X62,62.00ñ0.51,5.00ñ0.13
M5X63,63.00ñ0.51,5.00ñ0.13
M5X64,64.00ñ0.51,5.00ñ0.13
M5X65,65.00ñ0.51,5.00ñ0.13
M5X66,66.00ñ0.51,5.00ñ0.13
M5X67,67.00ñ0.56,5.00ñ0.13
M5X68,68.00ñ0.56,5.00ñ0.13
M5X69,69.00ñ0.56,5.00ñ0.13
M5X70,70.00ñ0.56,5.00ñ0.13
M5X71,71.00ñ0.56,5.00ñ0.13
M5X72,72.00ñ0.56,5.00ñ0.13
M5X73,73.00ñ0.56,5.00ñ0.13
M5X74,74.00ñ0.56,5.00ñ0.13
M5X75,75.00ñ0.61,5.00ñ0.13
M5X76,76.00ñ0.61,5.00ñ0.13
M5X77,77.00ñ0.61,5.00ñ0.13
M5X78,78.00ñ0.61,5.00ñ0.13
M5X79,79.00ñ0.61,5.00ñ0.13
M5X80,80.00ñ0.61,5.00ñ0.13
M5X81,81.00ñ0.61,5.00ñ0.13
M5X82,82.00ñ0.61,5.00ñ0.13
M5X83,83.00ñ0.61,5.00ñ0.13
M5X84,84.00ñ0.66,5.00ñ0.13
M5X85,85.00ñ0.66,5.00ñ0.13
M5X86,86.00ñ0.66,5.00ñ0.13
M5X87,87.00ñ0.66,5.00ñ0.13
M5X88,88.00ñ0.66,5.00ñ0.13
M5X89,89.00ñ0.66,5.00ñ0.13
M5X90,90.00ñ0.66,5.00ñ0.13
M5X91,91.00ñ0.66,5.00ñ0.13
M5X92,92.00ñ0.66,5.00ñ0.13
M5X93,93.00ñ0.71,5.00ñ0.13
M5X94,94.00ñ0.71,5.00ñ0.13
M5X95,95.00ñ0.71,5.00ñ0.13
M5X96,96.00ñ0.71,5.00ñ0.13
M5X97,97.00ñ0.71,5.00ñ0.13
M5X98,98.00ñ0.71,5.00ñ0.13
M5X99,99.00ñ0.71,5.00ñ0.13
M5X100,100.00ñ0.71,5.00ñ0.13
M5X101,101.00ñ0.71,5.00ñ0.13
M5X102,102.00ñ0.76,5.00ñ0.13
M5X103,103.00ñ0.76,5.00ñ0.13
M5X104,104.00ñ0.76,5.00ñ0.13
M5X105,105.00ñ0.76,5.00ñ0.13
M5X106,106.00ñ0.76,5.00ñ0.13
M5X107,107.00ñ0.76,5.00ñ0.13
M5X108,108.00ñ0.76,5.00ñ0.13
M5X109,109.00ñ0.76,5.00ñ0.13
M5X110,110.00ñ0.76,5.00ñ0.13
M5X111,111.00ñ0.76,5.00ñ0.13
M5X112,112.00ñ0.76,5.00ñ0.13
M5X113,113.00ñ0.76,5.00ñ0.13
M5X114,114.00ñ0.76,5.00ñ0.13
M5X115,115.00ñ0.76,5.00ñ0.13
M5X116,116.00ñ0.76,5.00ñ0.13
M5X117,117.00ñ0.76,5.00ñ0.13
M5X118,118.00ñ0.89,5.00ñ0.13
M5X119,119.00ñ0.89,5.00ñ0.13
M5X120,120.00ñ0.89,5.00ñ0.13
M5X121,121.00ñ0.89,5.00ñ0.13
M5X122,122.00ñ0.89,5.00ñ0.13
M5X123,123.00ñ0.89,5.00ñ0.13
M5X124,124.00ñ0.89,5.00ñ0.13
M5X125,125.00ñ0.89,5.00ñ0.13
M5X126,126.00ñ0.89,5.00ñ0.13
M5X127,127.00ñ0.89,5.00ñ0.13
M5X128,128.00ñ0.89,5.00ñ0.13
M5X129,129.00ñ0.89,5.00ñ0.13
M5X130,130.00ñ0.89,5.00ñ0.13
M5X131,131.00ñ0.89,5.00ñ0.13
M5X132,132.00ñ0.89,5.00ñ0.13
M5X133,133.00ñ0.89,5.00ñ0.13
M5X134,134.00ñ0.89,5.00ñ0.13
M5X135,135.00ñ0.89,5.00ñ0.13
M5X136,136.00ñ0.89,5.00ñ0.13
M5X137,137.00ñ0.89,5.00ñ0.13
M5X138,138.00ñ0.89,5.00ñ0.13
M5X139,139.00ñ0.89,5.00ñ0.13
M5X140,140.00ñ0.89,5.00ñ0.13
M5X141,141.00ñ0.89,5.00ñ0.13
M5X142,142.00ñ1.02,5.00ñ0.13
M5X143,143.00ñ1.02,5.00ñ0.13
M5X144,144.00ñ1.02,5.00ñ0.13
M5X145,145.00ñ1.02,5.00ñ0.13
M5X146,146.00ñ1.02,5.00ñ0.13
M5X147,147.00ñ1.02,5.00ñ0.13
M5X148,148.00ñ1.02,5.00ñ0.13
M5X149,149.00ñ1.02,5.00ñ0.13
M5X150,150.00ñ1.02,5.00ñ0.13
M5X151,151.00ñ1.02,5.00ñ0.13
M5X152,152.00ñ1.02,5.00ñ0.13
M5X153,153.00ñ1.02,5.00ñ0.13
M5X154,154.00ñ1.02,5.00ñ0.13
M5X155,155.00ñ1.02,5.00ñ0.13
M5X156,156.00ñ1.02,5.00ñ0.13
M5X157,157.00ñ1.02,5.00ñ0.13
M5X158,158.00ñ1.02,5.00ñ0.13
M5X159,159.00ñ1.02,5.00ñ0.13
M5X160,160.00ñ1.02,5.00ñ0.13
M5X161,161.00ñ1.02,5.00ñ0.13
M5X162,162.00ñ1.02,5.00ñ0.13
M5X163,163.00ñ1.02,5.00ñ0.13
M5X164,164.00ñ1.02,5.00ñ0.13
M5X165,165.00ñ1.02,5.00ñ0.13
M5X166,166.00ñ1.02,5.00ñ0.13
M5X167,167.00ñ1.14,5.00ñ0.13
M5X168,168.00ñ1.14,5.00ñ0.13
M5X169,169.00ñ1.14,5.00ñ0.13
M5X170,170.00ñ1.14,5.00ñ0.13
M5X171,171.00ñ1.14,5.00ñ0.13
M5X172,172.00ñ1.14,5.00ñ0.13
M5X173,173.00ñ1.14,5.00ñ0.13
M5X174,174.00ñ1.14,5.00ñ0.13
M5X175,175.00ñ1.14,5.00ñ0.13
M5X176,176.00ñ1.14,5.00ñ0.13
M5X177,177.00ñ1.14,5.00ñ0.13
M5X178,178.00ñ1.14,5.00ñ0.13
M5X179,179.00ñ1.14,5.00ñ0.13
M5X180,180.00ñ1.14,5.00ñ0.13
M5X181,181.00ñ1.14,5.00ñ0.13
M5X182,182.00ñ1.14,5.00ñ0.13
M5X183,183.00ñ1.14,5.00ñ0.13
M5X184,184.00ñ1.14,5.00ñ0.13
M5X185,185.00ñ1.14,5.00ñ0.13
M5X186,186.00ñ1.14,5.00ñ0.13
M5X187,187.00ñ1.14,5.00ñ0.13
M5X188,188.00ñ1.14,5.00ñ0.13
M5X189,189.00ñ1.14,5.00ñ0.13
M5X190,190.00ñ1.14,5.00ñ0.13
M5X191,191.00ñ1.14,5.00ñ0.13
M5X192,192.00ñ1.14,5.00ñ0.13
M5X193,193.00ñ1.27,5.00ñ0.13
M5X194,194.00ñ1.27,5.00ñ0.13
M5X195,195.00ñ1.27,5.00ñ0.13
M5X196,196.00ñ1.27,5.00ñ0.13
M5X197,197.00ñ1.27,5.00ñ0.13
M5X198,198.00ñ1.27,5.00ñ0.13
M5X199,199.00ñ1.27,5.00ñ0.13
M5X200,200.00ñ1.27,5.00ñ0.13
M5X201,201.00ñ1.27,5.00ñ0.13
M5X202,202.00ñ1.27,5.00ñ0.13
M5X203,203.00ñ1.27,5.00ñ0.13
M5X204,204.00ñ1.27,5.00ñ0.13
M5X205,205.00ñ1.27,5.00ñ0.13
M5X206,206.00ñ1.27,5.00ñ0.13
M5X207,207.00ñ1.27,5.00ñ0.13
M5X208,208.00ñ1.27,5.00ñ0.13
M5X209,209.00ñ1.27,5.00ñ0.13
M5X210,210.00ñ1.27,5.00ñ0.13
M5X211,211.00ñ1.27,5.00ñ0.13
M5X212,212.00ñ1.27,5.00ñ0.13
M5X213,213.00ñ1.27,5.00ñ0.13
M5X214,214.00ñ1.27,5.00ñ0.13
M5X215,215.00ñ1.27,5.00ñ0.13
M5X216,216.00ñ1.27,5.00ñ0.13
M5X217,217.00ñ1.27,5.00ñ0.13
M5X218,218.00ñ1.27,5.00ñ0.13
M5X219,219.00ñ1.40,5.00ñ0.13
M5X220,220.00ñ1.40,5.00ñ0.13
M5X221,221.00ñ1.40,5.00ñ0.13
M5X222,222.00ñ1.40,5.00ñ0.13
M5X223,223.00ñ1.40,5.00ñ0.13
M5X224,224.00ñ1.40,5.00ñ0.13
M5X225,225.00ñ1.40,5.00ñ0.13
M5X226,226.00ñ1.40,5.00ñ0.13
M5X227,227.00ñ1.40,5.00ñ0.13
M5X228,228.00ñ1.40,5.00ñ0.13
M5X229,229.00ñ1.40,5.00ñ0.13
M5X230,230.00ñ1.40,5.00ñ0.13
M5X231,231.00ñ1.40,5.00ñ0.13
M5X232,232.00ñ1.40,5.00ñ0.13
M5X233,233.00ñ1.40,5.00ñ0.13
M5X234,234.00ñ1.40,5.00ñ0.13
M5X235,235.00ñ1.40,5.00ñ0.13
M5X236,236.00ñ1.40,5.00ñ0.13
M5X237,237.00ñ1.40,5.00ñ0.13
M5X238,238.00ñ1.40,5.00ñ0.13
M5X239,239.00ñ1.40,5.00ñ0.13
M5X240,240.00ñ1.40,5.00ñ0.13
M5X241,241.00ñ1.40,5.00ñ0.13
M5X242,242.00ñ1.40,5.00ñ0.13
M5X243,243.00ñ1.40,5.00ñ0.13
M5X244,244.00ñ1.40,5.00ñ0.13
M5X245,245.00ñ1.40,5.00ñ0.13
M5X246,246.00ñ1.40,5.00ñ0.13
M5X247,247.00ñ1.52,5.00ñ0.13
M5X248,248.00ñ1.52,5.00ñ0.13
M5X249,249.00ñ1.52,5.00ñ0.13
M5X250,250.00ñ1.52,5.00ñ0.13
M5X251,251.00ñ1.52,5.00ñ0.13
M5X252,252.00ñ1.52,5.00ñ0.13
M5X253,253.00ñ1.52,5.00ñ0.13
M5X254,254.00ñ1.52,5.00ñ0.13
M5X255,255.00ñ1.52,5.00ñ0.13
M5X256,256.00ñ1.52,5.00ñ0.13
M5X257,257.00ñ1.52,5.00ñ0.13
M5X258,258.00ñ1.52,5.00ñ0.13
M5X259,259.00ñ1.52,5.00ñ0.13
M5X260,260.00ñ1.52,5.00ñ0.13
M5X261,261.00ñ1.52,5.00ñ0.13
M5X262,262.00ñ1.52,5.00ñ0.13
M5X263,263.00ñ1.52,5.00ñ0.13
M5X264,264.00ñ1.52,5.00ñ0.13
M5X265,265.00ñ1.52,5.00ñ0.13
M5X266,266.00ñ1.52,5.00ñ0.13
M5X267,267.00ñ1.52,5.00ñ0.13
M5X268,268.00ñ1.52,5.00ñ0.13
M5X269,269.00ñ1.52,5.00ñ0.13
M5X270,270.00ñ1.52,5.00ñ0.13
M5X271,271.00ñ1.52,5.00ñ0.13
M5X272,272.00ñ1.52,5.00ñ0.13
M5X273,273.00ñ1.52,5.00ñ0.13
M5X274,274.00ñ1.52,5.00ñ0.13
M5X275,275.00ñ1.52,5.00ñ0.13
M5X276,276.00ñ1.52,5.00ñ0.13
M5X277,277.00ñ1.52,5.00ñ0.13
M5X278,278.00ñ1.52,5.00ñ0.13
M5X279,279.00ñ1.52,5.00ñ0.13
M5X280,280.00ñ1.52,5.00ñ0.13
M5X281,281.00ñ1.52,5.00ñ0.13
M5X282,282.00ñ1.52,5.00ñ0.13
M5X283,283.00ñ1.52,5.00ñ0.13
M5X284,284.00ñ1.52,5.00ñ0.13
M5X285,285.00ñ1.52,5.00ñ0.13
M5X286,286.00ñ1.52,5.00ñ0.13
M5X287,287.00ñ1.52,5.00ñ0.13
M5X288,288.00ñ1.52,5.00ñ0.13
M5X289,289.00ñ1.52,5.00ñ0.13
M5X290,290.00ñ1.78,5.00ñ0.13
M5X291,291.00ñ1.78,5.00ñ0.13
M5X292,292.00ñ1.78,5.00ñ0.13
M5X293,293.00ñ1.78,5.00ñ0.13
M5X294,294.00ñ1.78,5.00ñ0.13
M5X295,295.00ñ1.78,5.00ñ0.13
M5X296,296.00ñ1.78,5.00ñ0.13
M5X297,297.00ñ1.78,5.00ñ0.13
M5X298,298.00ñ1.78,5.00ñ0.13
M5X299,299.00ñ1.78,5.00ñ0.13
M5X300,300.00ñ1.78,5.00ñ0.13
M5X301,301.00ñ1.78,5.00ñ0.13
M5X302,302.00ñ1.78,5.00ñ0.13
M5X303,303.00ñ1.78,5.00ñ0.13
M5X304,304.00ñ1.78,5.00ñ0.13
M5X305,305.00ñ1.78,5.00ñ0.13
M5X306,306.00ñ1.78,5.00ñ0.13
M5X307,307.00ñ1.78,5.00ñ0.13
M5X308,308.00ñ1.78,5.00ñ0.13
M5X309,309.00ñ1.78,5.00ñ0.13
M5X310,310.00ñ1.78,5.00ñ0.13
M5X311,311.00ñ1.78,5.00ñ0.13
M5X312,312.00ñ1.78,5.00ñ0.13
M5X313,313.00ñ1.78,5.00ñ0.13
M5X314,314.00ñ1.78,5.00ñ0.13
M5X315,315.00ñ1.78,5.00ñ0.13
M5X316,316.00ñ1.78,5.00ñ0.13
M5X317,317.00ñ1.78,5.00ñ0.13
M5X318,318.00ñ1.78,5.00ñ0.13
M5X319,319.00ñ1.78,5.00ñ0.13
M5X320,320.00ñ1.78,5.00ñ0.13
M5X321,321.00ñ1.78,5.00ñ0.13
M5X322,322.00ñ1.78,5.00ñ0.13
M5X323,323.00ñ1.78,5.00ñ0.13
M5X324,324.00ñ1.78,5.00ñ0.13
M5X325,325.00ñ1.78,5.00ñ0.13
M5X326,326.00ñ1.78,5.00ñ0.13
M5X327,327.00ñ1.78,5.00ñ0.13
M5X328,328.00ñ1.78,5.00ñ0.13
M5X329,329.00ñ1.78,5.00ñ0.13
M5X330,330.00ñ1.78,5.00ñ0.13
M5X331,331.00ñ1.78,5.00ñ0.13
M5X332,332.00ñ1.78,5.00ñ0.13
M5X333,333.00ñ1.78,5.00ñ0.13
M5X334,334.00ñ1.78,5.00ñ0.13
M5X335,335.00ñ1.78,5.00ñ0.13
M5X336,336.00ñ1.78,5.00ñ0.13
M5X337,337.00ñ1.78,5.00ñ0.13
M5X338,338.00ñ1.78,5.00ñ0.13
M5X339,339.00ñ1.78,5.00ñ0.13
M5X340,340.00ñ1.78,5.00ñ0.13
M5X341,341.00ñ1.78,5.00ñ0.13
M5X342,342.00ñ1.78,5.00ñ0.13
M5X343,343.00ñ1.78,5.00ñ0.13
M5X344,344.00ñ1.78,5.00ñ0.13
M5X345,345.00ñ1.78,5.00ñ0.13
